Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type
ENSG00000257137	ENSG00000257137.7	ENST00000665543	ENST00000665543.1	LINC02874	long intergenic non-protein coding RNA 2874 [Source:HGNC Symbol;Acc:HGNC:27473]	12	52205392	52213583	lncRNA
ENSG00000259594	ENSG00000259594.6	ENST00000665567	ENST00000665567.1		novel transcript	15	81554003	81696780	lncRNA
ENSG00000287873	ENSG00000287873.1	ENST00000665588	ENST00000665588.1		novel transcript	3	66997168	66998020	lncRNA
ENSG00000248636	ENSG00000248636.7	ENST00000665601	ENST00000665601.1		novel transcript	12	119361247	119668079	lncRNA
ENSG00000249937	ENSG00000249937.9	ENST00000665617	ENST00000665617.1	LINC02223	long intergenic non-protein coding RNA 2223 [Source:HGNC Symbol;Acc:HGNC:53092]	5	17684584	17955857	lncRNA
ENSG00000259720	ENSG00000259720.2	ENST00000665655	ENST00000665655.1		novel transcript, antisense to TRPM1	15	30992171	31042302	lncRNA
ENSG00000251391	ENSG00000251391.5	ENST00000665668	ENST00000665668.1		novel transcript	5	66298394	66393521	lncRNA
ENSG00000256551	ENSG00000256551.2	ENST00000665677	ENST00000665677.1	LINC02369	long intergenic non-protein coding RNA 2369 [Source:HGNC Symbol;Acc:HGNC:53292]	12	128086621	128118656	lncRNA
ENSG00000286408	ENSG00000286408.1	ENST00000665702	ENST00000665702.1		novel transcript	5	133051065	133051893	lncRNA
ENSG00000275443	ENSG00000275443.2	ENST00000665732	ENST00000665732.1		novel transcript	15	95990582	96300990	lncRNA
ENSG00000250891	ENSG00000250891.3	ENST00000665746	ENST00000665746.1	LINC02208	long intergenic non-protein coding RNA 2208 [Source:HGNC Symbol;Acc:HGNC:52978]	5	118000253	118562199	lncRNA
ENSG00000251391	ENSG00000251391.5	ENST00000665775	ENST00000665775.1		novel transcript	5	66298394	66393521	lncRNA
ENSG00000242759	ENSG00000242759.10	ENST00000665806	ENST00000665806.1	LINC00882	long intergenic non-protein coding RNA 882 [Source:HGNC Symbol;Acc:HGNC:48568]	3	106630469	107240671	lncRNA
ENSG00000230102	ENSG00000230102.8	ENST00000665835	ENST00000665835.1	LINC02028	long intergenic non-protein coding RNA 2028 [Source:HGNC Symbol;Acc:HGNC:27718]	3	194005259	194071025	lncRNA
ENSG00000287494	ENSG00000287494.1	ENST00000665850	ENST00000665850.1		novel transcript	15	64878428	64882385	lncRNA
ENSG00000245526	ENSG00000245526.13	ENST00000665865	ENST00000665865.1	LINC00461	long intergenic non-protein coding RNA 461 [Source:HGNC Symbol;Acc:HGNC:42810]	5	88507546	88691057	lncRNA
ENSG00000258676	ENSG00000258676.5	ENST00000665942	ENST00000665942.1		novel transcript	15	92580741	92600545	lncRNA
ENSG00000231873	ENSG00000231873.2	ENST00000665970	ENST00000665970.1		novel transcript	3	40719859	40862626	lncRNA
ENSG00000255794	ENSG00000255794.11	ENST00000665975	ENST00000665975.1	RMST	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	12	97430884	97598415	lncRNA
ENSG00000075711	ENSG00000075711.21	ENST00000666007	ENST00000666007.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000287567	ENSG00000287567.1	ENST00000666024	ENST00000666024.1		novel transcript, antisense to ROBO2	3	77567508	77571881	lncRNA
ENSG00000286591	ENSG00000286591.1	ENST00000666044	ENST00000666044.1		novel transcript	12	41951493	42024329	lncRNA
ENSG00000103723	ENSG00000103723.17	ENST00000666055	ENST00000666055.1	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	15	82659281	82710112	protein_coding
ENSG00000259737	ENSG00000259737.7	ENST00000666078	ENST00000666078.1		novel transcript	15	36438972	36471016	lncRNA
ENSG00000250891	ENSG00000250891.3	ENST00000666092	ENST00000666092.1	LINC02208	long intergenic non-protein coding RNA 2208 [Source:HGNC Symbol;Acc:HGNC:52978]	5	118000253	118562199	lncRNA
ENSG00000247271	ENSG00000247271.9	ENST00000666098	ENST00000666098.1	ZBED5-AS1	ZBED5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48646]	11	10858179	10908972	lncRNA
ENSG00000279243	ENSG00000279243.3	ENST00000666139	ENST00000666139.1	LINC02736	long intergenic non-protein coding RNA 2736 [Source:HGNC Symbol;Acc:HGNC:54253]	11	65487241	65488714	lncRNA
ENSG00000198690	ENSG00000198690.10	ENST00000666143	ENST00000666143.1	FAN1	FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170]	15	30890559	30943108	protein_coding
ENSG00000255226	ENSG00000255226.2	ENST00000666193	ENST00000666193.1	LINC02690	long intergenic non-protein coding RNA 2690 [Source:HGNC Symbol;Acc:HGNC:54194]	11	45749454	45752279	lncRNA
ENSG00000251391	ENSG00000251391.5	ENST00000666197	ENST00000666197.1		novel transcript	5	66298394	66393521	lncRNA
ENSG00000287926	ENSG00000287926.1	ENST00000666240	ENST00000666240.1		novel transcript	15	75225784	75227185	lncRNA
ENSG00000251629	ENSG00000251629.7	ENST00000666246	ENST00000666246.1	LINC02241	long intergenic non-protein coding RNA 2241 [Source:HGNC Symbol;Acc:HGNC:53126]	5	20611806	20937800	lncRNA
ENSG00000248455	ENSG00000248455.8	ENST00000666256	ENST00000666256.1	LINC02217	long intergenic non-protein coding RNA 2217 [Source:HGNC Symbol;Acc:HGNC:53084]	5	17403889	17443619	lncRNA
ENSG00000287148	ENSG00000287148.1	ENST00000666259	ENST00000666259.1	LINCADL	lincRNA adipogenesis and lipogenesis associated [Source:HGNC Symbol;Acc:HGNC:53956]	5	115956571	115958599	lncRNA
ENSG00000288035	ENSG00000288035.1	ENST00000666280	ENST00000666280.1		novel transcript	5	51438792	51665048	lncRNA
ENSG00000241135	ENSG00000241135.8	ENST00000666301	ENST00000666301.1	LINC00881	long intergenic non-protein coding RNA 881 [Source:HGNC Symbol;Acc:HGNC:48567]	3	157089634	157135557	lncRNA
ENSG00000286745	ENSG00000286745.1	ENST00000666304	ENST00000666304.1		novel transcript	5	118581242	118628178	lncRNA
ENSG00000259905	ENSG00000259905.7	ENST00000666311	ENST00000666311.1	PWRN1	Prader-Willi region non-protein coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:33235]	15	24101827	24823365	lncRNA
ENSG00000244128	ENSG00000244128.9	ENST00000666398	ENST00000666398.1	LINC01322	long intergenic non-protein coding RNA 1322 [Source:HGNC Symbol;Acc:HGNC:50528]	3	165206929	165846519	lncRNA
ENSG00000249637	ENSG00000249637.4	ENST00000666403	ENST00000666403.1	ANKHD1-DT	ANKHD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55564]	5	140370891	140401460	lncRNA
ENSG00000286273	ENSG00000286273.1	ENST00000666451	ENST00000666451.1		novel transcript, antisense to GPR87	3	151293317	151295494	lncRNA
ENSG00000239921	ENSG00000239921.6	ENST00000666461	ENST00000666461.1	LINC01471	long intergenic non-protein coding RNA 1471 [Source:HGNC Symbol;Acc:HGNC:51106]	3	127480690	127537817	lncRNA
ENSG00000257771	ENSG00000257771.6	ENST00000666502	ENST00000666502.1	LINC02395	long intergenic non-protein coding RNA 2395 [Source:HGNC Symbol;Acc:HGNC:53322]	12	49900311	49932764	lncRNA
ENSG00000248461	ENSG00000248461.3	ENST00000666505	ENST00000666505.1	LINC02119	long intergenic non-protein coding RNA 2119 [Source:HGNC Symbol;Acc:HGNC:52975]	5	38025568	38184717	lncRNA
ENSG00000239440	ENSG00000239440.6	ENST00000666519	ENST00000666519.1	LINC02008	long intergenic non-protein coding RNA 2008 [Source:HGNC Symbol;Acc:HGNC:52844]	3	81986138	82463675	lncRNA
ENSG00000250697	ENSG00000250697.2	ENST00000666525	ENST00000666525.1		novel transcript	5	32888236	33298066	lncRNA
ENSG00000239513	ENSG00000239513.6	ENST00000666528	ENST00000666528.1	LINC01210	long intergenic non-protein coding RNA 1210 [Source:HGNC Symbol;Acc:HGNC:49642]	3	137771660	137780882	lncRNA
ENSG00000231492	ENSG00000231492.3	ENST00000666543	ENST00000666543.1		novel transcript	11	64420311	64432670	lncRNA
ENSG00000286624	ENSG00000286624.1	ENST00000666648	ENST00000666648.1		novel transcript	3	193770543	193772424	lncRNA
ENSG00000214942	ENSG00000214942.6	ENST00000666691	ENST00000666691.1		novel transcript	5	89900664	89990883	lncRNA
ENSG00000259150	ENSG00000259150.6	ENST00000666709	ENST00000666709.1	LINC00929	long intergenic non-protein coding RNA 929 [Source:HGNC Symbol;Acc:HGNC:48615]	15	26115726	26134001	lncRNA
ENSG00000239589	ENSG00000239589.7	ENST00000666801	ENST00000666801.1	LINC00879	long intergenic non-protein coding RNA 879 [Source:HGNC Symbol;Acc:HGNC:48566]	3	94937980	95168351	lncRNA
ENSG00000286462	ENSG00000286462.1	ENST00000666848	ENST00000666848.1		novel transcript	12	131310045	131312811	lncRNA
ENSG00000103723	ENSG00000103723.17	ENST00000666894	ENST00000666894.1	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	15	82659281	82710112	protein_coding
ENSG00000287273	ENSG00000287273.1	ENST00000666897	ENST00000666897.1		novel transcript	3	84940619	84947061	lncRNA
ENSG00000250934	ENSG00000250934.3	ENST00000666921	ENST00000666921.1		novel transcript	3	126266747	126291525	lncRNA
ENSG00000286353	ENSG00000286353.1	ENST00000666932	ENST00000666932.1		novel transcript, antisense to CACNA2D3	3	54057690	54125377	lncRNA
ENSG00000103723	ENSG00000103723.17	ENST00000666973	ENST00000666973.1	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	15	82659281	82710112	protein_coding
ENSG00000250921	ENSG00000250921.2	ENST00000666998	ENST00000666998.1	LINC02063	long intergenic non-protein coding RNA 2063 [Source:HGNC Symbol;Acc:HGNC:52908]	5	4135638	4147429	lncRNA
ENSG00000241469	ENSG00000241469.9	ENST00000667016	ENST00000667016.1	LINC00635	long intergenic non-protein coding RNA 635 [Source:HGNC Symbol;Acc:HGNC:27184]	3	107840228	107882250	lncRNA
ENSG00000245750	ENSG00000245750.11	ENST00000667053	ENST00000667053.2	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]	15	69462921	69843120	lncRNA
ENSG00000256193	ENSG00000256193.6	ENST00000667075	ENST00000667075.1	LINC00507	long intergenic non-protein coding RNA 507 [Source:HGNC Symbol;Acc:HGNC:43558]	12	127914707	127960028	lncRNA
ENSG00000251205	ENSG00000251205.3	ENST00000667084	ENST00000667084.1		novel transcript	5	143531331	143598434	lncRNA
ENSG00000272109	ENSG00000272109.2	ENST00000667085	ENST00000667085.1		novel transcript, antisense to ERAP1	5	96803688	96806105	lncRNA
ENSG00000075711	ENSG00000075711.21	ENST00000667104	ENST00000667104.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000075711	ENSG00000075711.21	ENST00000667157	ENST00000667157.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000269391	ENSG00000269391.2	ENST00000667160	ENST00000667160.1		novel transcript	3	16524800	16531807	lncRNA
ENSG00000254480	ENSG00000254480.2	ENST00000667222	ENST00000667222.1	LINC02749	long intergenic non-protein coding RNA 2749 [Source:HGNC Symbol;Acc:HGNC:54268]	11	4179675	4202663	lncRNA
ENSG00000179240	ENSG00000179240.13	ENST00000667240	ENST00000667240.1	GVQW3	GVQW motif containing 3 [Source:HGNC Symbol;Acc:HGNC:51239]	11	76381303	76414619	protein_coding
ENSG00000189238	ENSG00000189238.6	ENST00000667256	ENST00000667256.1	LINC00943	long intergenic non-protein coding RNA 943 [Source:HGNC Symbol;Acc:HGNC:48639]	12	126723412	126749027	lncRNA
ENSG00000255226	ENSG00000255226.2	ENST00000667281	ENST00000667281.1	LINC02690	long intergenic non-protein coding RNA 2690 [Source:HGNC Symbol;Acc:HGNC:54194]	11	45749454	45752279	lncRNA
ENSG00000239767	ENSG00000239767.2	ENST00000667284	ENST00000667284.1		novel transcript	3	86258936	86267424	lncRNA
ENSG00000255794	ENSG00000255794.11	ENST00000667306	ENST00000667306.1	RMST	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	12	97430884	97598415	lncRNA
ENSG00000225138	ENSG00000225138.8	ENST00000667376	ENST00000667376.1	SLC9A3-AS1	SLC9A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40550]	5	473236	480884	lncRNA
ENSG00000286822	ENSG00000286822.1	ENST00000667378	ENST00000667378.1		novel transcript	3	141851549	141861168	lncRNA
ENSG00000225742	ENSG00000225742.6	ENST00000667386	ENST00000667386.1	LINC02036	long intergenic non-protein coding RNA 2036 [Source:HGNC Symbol;Acc:HGNC:52876]	3	194202392	194250203	lncRNA
ENSG00000249186	ENSG00000249186.2	ENST00000667415	ENST00000667415.1		novel transcript	5	177856262	177871227	lncRNA
ENSG00000254659	ENSG00000254659.3	ENST00000667432	ENST00000667432.1	LINC02715	long intergenic non-protein coding RNA 2715 [Source:HGNC Symbol;Acc:HGNC:54232]	11	109741625	109823893	lncRNA
ENSG00000257698	ENSG00000257698.3	ENST00000667438	ENST00000667438.1	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression [Source:HGNC Symbol;Acc:HGNC:52649]	12	57930115	57936345	lncRNA
ENSG00000259343	ENSG00000259343.9	ENST00000667513	ENST00000667513.1	TMC3-AS1	TMC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51424]	15	81324338	81518200	lncRNA
ENSG00000257703	ENSG00000257703.6	ENST00000667540	ENST00000667540.1		novel transcript	12	103079634	103178675	lncRNA
ENSG00000286303	ENSG00000286303.1	ENST00000667547	ENST00000667547.1		novel transcript	12	16420653	16447217	lncRNA
ENSG00000248107	ENSG00000248107.2	ENST00000667560	ENST00000667560.1	LINC02039	long intergenic non-protein coding RNA 2039 [Source:HGNC Symbol;Acc:HGNC:52879]	5	126179565	126193858	lncRNA
ENSG00000248555	ENSG00000248555.7	ENST00000667644	ENST00000667644.1	LINC01339	long intergenic non-protein coding RNA 1339 [Source:HGNC Symbol;Acc:HGNC:50549]	5	90153052	90290078	lncRNA
ENSG00000250481	ENSG00000250481.2	ENST00000667766	ENST00000667766.1		novel transcript	5	4974690	5034267	lncRNA
ENSG00000275016	ENSG00000275016.5	ENST00000667774	ENST00000667774.1		novel transcript	15	95638316	95826499	lncRNA
ENSG00000287508	ENSG00000287508.1	ENST00000667845	ENST00000667845.1		novel transcript, antisense to RORA	15	60642054	60659791	lncRNA
ENSG00000214686	ENSG00000214686.7	ENST00000667863	ENST00000667863.2	IQCF6	IQ motif containing F6 [Source:HGNC Symbol;Acc:HGNC:35158]	3	51778561	51779241	protein_coding
ENSG00000286660	ENSG00000286660.1	ENST00000667867	ENST00000667867.1		novel transcript	3	118488876	118491760	lncRNA
ENSG00000242759	ENSG00000242759.10	ENST00000667876	ENST00000667876.1	LINC00882	long intergenic non-protein coding RNA 882 [Source:HGNC Symbol;Acc:HGNC:48568]	3	106630469	107240671	lncRNA
ENSG00000121361	ENSG00000121361.5	ENST00000667884	ENST00000667884.1	KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]	12	21764955	21775600	protein_coding
ENSG00000288081	ENSG00000288081.1	ENST00000667894	ENST00000667894.1		novel transcript	5	151595264	151602709	lncRNA
ENSG00000214650	ENSG00000214650.3	ENST00000667910	ENST00000667910.1		novel transcript	12	124513222	124516798	lncRNA
ENSG00000255502	ENSG00000255502.6	ENST00000667954	ENST00000667954.1	LINC02713	long intergenic non-protein coding RNA 2713 [Source:HGNC Symbol;Acc:HGNC:54230]	11	97878475	97959558	lncRNA
ENSG00000075711	ENSG00000075711.21	ENST00000667971	ENST00000667971.1	DLG1	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	3	197042560	197299330	protein_coding
ENSG00000225138	ENSG00000225138.8	ENST00000667998	ENST00000667998.1	SLC9A3-AS1	SLC9A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40550]	5	473236	480884	lncRNA
ENSG00000225138	ENSG00000225138.8	ENST00000668009	ENST00000668009.1	SLC9A3-AS1	SLC9A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40550]	5	473236	480884	lncRNA
ENSG00000259248	ENSG00000259248.7	ENST00000668026	ENST00000668026.1	USP3-AS1	USP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44140]	15	63544247	63601589	lncRNA
ENSG00000257060	ENSG00000257060.8	ENST00000668028	ENST00000668028.1		novel transcript	15	93230034	93569483	lncRNA
ENSG00000254519	ENSG00000254519.5	ENST00000668032	ENST00000668032.1		novel transcript	11	45722279	45748029	lncRNA
ENSG00000250584	ENSG00000250584.4	ENST00000668064	ENST00000668064.1	LINC01511	long intergenic non-protein coding RNA 1511 [Source:HGNC Symbol;Acc:HGNC:51200]	5	1353896	1380107	lncRNA
ENSG00000291293	ENSG00000291293.1	ENST00000668075	ENST00000668075.1		novel transcript	3	106449775	106557391	lncRNA
ENSG00000258279	ENSG00000258279.4	ENST00000668114	ENST00000668114.1	LINC00592	long intergenic non-protein coding RNA 592 [Source:HGNC Symbol;Acc:HGNC:27474]	12	52164115	52223813	lncRNA
ENSG00000286644	ENSG00000286644.1	ENST00000668115	ENST00000668115.1		novel transcript	5	181207480	181217864	lncRNA
ENSG00000243295	ENSG00000243295.2	ENST00000668131	ENST00000668131.1	CFAP20DC-DT	CFAP20DC divergent transcript [Source:HGNC Symbol;Acc:HGNC:55618]	3	59050164	59754808	lncRNA
ENSG00000248455	ENSG00000248455.8	ENST00000668135	ENST00000668135.1	LINC02217	long intergenic non-protein coding RNA 2217 [Source:HGNC Symbol;Acc:HGNC:53084]	5	17403889	17443619	lncRNA
ENSG00000248455	ENSG00000248455.8	ENST00000668161	ENST00000668161.1	LINC02217	long intergenic non-protein coding RNA 2217 [Source:HGNC Symbol;Acc:HGNC:53084]	5	17403889	17443619	lncRNA
ENSG00000251391	ENSG00000251391.5	ENST00000668202	ENST00000668202.1		novel transcript	5	66298394	66393521	lncRNA
ENSG00000256120	ENSG00000256120.2	ENST00000668226	ENST00000668226.1	SOX5-AS1	SOX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53311]	12	24223233	24260056	lncRNA
ENSG00000229855	ENSG00000229855.9	ENST00000668258	ENST00000668258.1		novel transcript	5	121164687	121359869	lncRNA
ENSG00000256120	ENSG00000256120.2	ENST00000668312	ENST00000668312.1	SOX5-AS1	SOX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53311]	12	24223233	24260056	lncRNA
ENSG00000255411	ENSG00000255411.3	ENST00000668428	ENST00000668428.1	LINC02548	long intergenic non-protein coding RNA 2548 [Source:HGNC Symbol;Acc:HGNC:53583]	11	13784017	13848002	lncRNA
ENSG00000254135	ENSG00000254135.3	ENST00000668429	ENST00000668429.1		novel transcript	5	158485190	158588546	lncRNA
ENSG00000224660	ENSG00000224660.2	ENST00000668440	ENST00000668440.1	SH3BP5-AS1	SH3BP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44501]	3	15254184	15264515	lncRNA
ENSG00000287862	ENSG00000287862.1	ENST00000668454	ENST00000668454.1		novel transcript	5	87863703	88144455	lncRNA
ENSG00000249364	ENSG00000249364.7	ENST00000668508	ENST00000668508.1	LINC02997	long intergenic non-protein coding RNA 2997 [Source:HGNC Symbol;Acc:HGNC:56113]	5	67379378	67806600	lncRNA
ENSG00000255931	ENSG00000255931.2	ENST00000668526	ENST00000668526.1		novel transcript	11	61496440	61506649	lncRNA
ENSG00000224078	ENSG00000224078.15	ENST00000668570	ENST00000668570.1	SNHG14	small nucleolar RNA host gene 14 [Source:HGNC Symbol;Acc:HGNC:37462]	15	24978583	25420336	lncRNA
ENSG00000259692	ENSG00000259692.6	ENST00000668584	ENST00000668584.1		novel transcript	15	81633426	82013579	lncRNA
ENSG00000259664	ENSG00000259664.3	ENST00000668613	ENST00000668613.1	LINC02254	long intergenic non-protein coding RNA 2254 [Source:HGNC Symbol;Acc:HGNC:53152]	15	97339693	97523442	lncRNA
ENSG00000214043	ENSG00000214043.8	ENST00000668646	ENST00000668646.1	LINC02347	long intergenic non-protein coding RNA 2347 [Source:HGNC Symbol;Acc:HGNC:53269]	12	126438837	126472790	lncRNA
ENSG00000257470	ENSG00000257470.2	ENST00000668647	ENST00000668647.1		novel transcript	12	97024021	97127626	lncRNA
ENSG00000241131	ENSG00000241131.2	ENST00000668651	ENST00000668651.1	LINC02032	long intergenic non-protein coding RNA 2032 [Source:HGNC Symbol;Acc:HGNC:52866]	3	148076432	148089134	lncRNA
ENSG00000254661	ENSG00000254661.3	ENST00000668712	ENST00000668712.1	LINC02682	long intergenic non-protein coding RNA 2682 [Source:HGNC Symbol;Acc:HGNC:54177]	11	15910528	15930951	lncRNA
ENSG00000259363	ENSG00000259363.6	ENST00000668719	ENST00000668719.1		novel transcript	15	99805793	99916818	lncRNA
ENSG00000287698	ENSG00000287698.1	ENST00000668721	ENST00000668721.1		novel transcript, antisense to CACNA2D4	12	1800862	1807486	lncRNA
ENSG00000259245	ENSG00000259245.2	ENST00000668741	ENST00000668741.1	LINC02853	long intergenic non-protein coding RNA 2853 [Source:HGNC Symbol;Acc:HGNC:54390]	15	35919892	36049537	lncRNA
ENSG00000237222	ENSG00000237222.4	ENST00000668747	ENST00000668747.1	LINC01968	long intergenic non-protein coding RNA 1968 [Source:HGNC Symbol;Acc:HGNC:52794]	3	194708093	194826008	lncRNA
ENSG00000255866	ENSG00000255866.2	ENST00000668827	ENST00000668827.1		novel transcript	12	65556925	65560889	lncRNA
ENSG00000251629	ENSG00000251629.7	ENST00000668829	ENST00000668829.1	LINC02241	long intergenic non-protein coding RNA 2241 [Source:HGNC Symbol;Acc:HGNC:53126]	5	20611806	20937800	lncRNA
ENSG00000256120	ENSG00000256120.2	ENST00000668875	ENST00000668875.1	SOX5-AS1	SOX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53311]	12	24223233	24260056	lncRNA
ENSG00000259666	ENSG00000259666.3	ENST00000668886	ENST00000668886.1	LINGO1-AS1	LINGO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27368]	15	77641764	77652292	lncRNA
ENSG00000259905	ENSG00000259905.7	ENST00000668898	ENST00000668898.1	PWRN1	Prader-Willi region non-protein coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:33235]	15	24101827	24823365	lncRNA
ENSG00000287502	ENSG00000287502.1	ENST00000668911	ENST00000668911.1		novel transcript	3	57555581	57556054	lncRNA
ENSG00000250072	ENSG00000250072.8	ENST00000668914	ENST00000668914.1	SH3TC2-DT	SH3TC2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52905]	5	149063239	149129578	lncRNA
ENSG00000214686	ENSG00000214686.7	ENST00000668964	ENST00000668964.1	IQCF6	IQ motif containing F6 [Source:HGNC Symbol;Acc:HGNC:35158]	3	51778561	51779241	protein_coding
ENSG00000255029	ENSG00000255029.2	ENST00000668970	ENST00000668970.1		novel transcript	11	29482807	29552861	lncRNA
ENSG00000245750	ENSG00000245750.11	ENST00000668982	ENST00000668982.1	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]	15	69462921	69843120	lncRNA
ENSG00000237187	ENSG00000237187.9	ENST00000668988	ENST00000668988.1	NR2F1-AS1	NR2F1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48622]	5	93360779	93585649	lncRNA
ENSG00000243295	ENSG00000243295.2	ENST00000668989	ENST00000668989.1	CFAP20DC-DT	CFAP20DC divergent transcript [Source:HGNC Symbol;Acc:HGNC:55618]	3	59050164	59754808	lncRNA
ENSG00000103723	ENSG00000103723.17	ENST00000668990	ENST00000668990.2	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	15	82659281	82710112	protein_coding
ENSG00000241956	ENSG00000241956.11	ENST00000669047	ENST00000669047.1	LINC03000	long intergenic non-protein coding RNA 3000 [Source:HGNC Symbol;Acc:HGNC:56116]	5	164296696	165171643	lncRNA
ENSG00000258476	ENSG00000258476.7	ENST00000669081	ENST00000669081.1	LINC02207	long intergenic non-protein coding RNA 2207 [Source:HGNC Symbol;Acc:HGNC:53073]	15	93835490	93878822	lncRNA
ENSG00000241231	ENSG00000241231.2	ENST00000669087	ENST00000669087.1		novel transcript	3	181372732	181442597	lncRNA
ENSG00000233570	ENSG00000233570.2	ENST00000669122	ENST00000669122.1	LINC00690	long intergenic non-protein coding RNA 690 [Source:HGNC Symbol;Acc:HGNC:44503]	3	16524771	16541903	lncRNA
ENSG00000237222	ENSG00000237222.4	ENST00000669158	ENST00000669158.1	LINC01968	long intergenic non-protein coding RNA 1968 [Source:HGNC Symbol;Acc:HGNC:52794]	3	194708093	194826008	lncRNA
ENSG00000243849	ENSG00000243849.2	ENST00000669165	ENST00000669165.1	CFAP44-AS1	CFAP44 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41113]	3	113403988	113433992	lncRNA
ENSG00000287620	ENSG00000287620.1	ENST00000669199	ENST00000669199.1		novel transcript	3	39177761	39179586	lncRNA
ENSG00000286555	ENSG00000286555.1	ENST00000669205	ENST00000669205.1		novel transcript, antisense to ARAP1	11	72689650	72695821	lncRNA
ENSG00000255858	ENSG00000255858.3	ENST00000669209	ENST00000669209.1		novel transcript	12	26301098	26304645	lncRNA
ENSG00000254519	ENSG00000254519.5	ENST00000669237	ENST00000669237.1		novel transcript	11	45722279	45748029	lncRNA
ENSG00000237937	ENSG00000237937.6	ENST00000669244	ENST00000669244.1	LINC02702	long intergenic non-protein coding RNA 2702 [Source:HGNC Symbol;Acc:HGNC:54217]	11	116639422	116658295	lncRNA
ENSG00000260492	ENSG00000260492.3	ENST00000669269	ENST00000669269.1	CISTR	chondrogenesis-associated transcript [Source:HGNC Symbol;Acc:HGNC:49426]	12	53746337	53757227	lncRNA
ENSG00000287894	ENSG00000287894.1	ENST00000669290	ENST00000669290.1		novel transcript, antisense to APBA2	15	28881667	28884655	lncRNA
ENSG00000276487	ENSG00000276487.2	ENST00000669336	ENST00000669336.1		novel transcript	12	128187225	128191495	lncRNA
ENSG00000237222	ENSG00000237222.4	ENST00000669350	ENST00000669350.1	LINC01968	long intergenic non-protein coding RNA 1968 [Source:HGNC Symbol;Acc:HGNC:52794]	3	194708093	194826008	lncRNA
ENSG00000251575	ENSG00000251575.3	ENST00000669357	ENST00000669357.1	C5orf64-AS1	C5orf64 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52969]	5	61732774	61735715	lncRNA
ENSG00000257337	ENSG00000257337.9	ENST00000669379	ENST00000669379.1	TNS2-AS1	TNS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27464]	12	53012884	53054450	lncRNA
ENSG00000189238	ENSG00000189238.6	ENST00000669417	ENST00000669417.1	LINC00943	long intergenic non-protein coding RNA 943 [Source:HGNC Symbol;Acc:HGNC:48639]	12	126723412	126749027	lncRNA
ENSG00000256209	ENSG00000256209.2	ENST00000669418	ENST00000669418.1		novel transcript	12	131462853	131529894	lncRNA
ENSG00000286570	ENSG00000286570.1	ENST00000669501	ENST00000669501.1		novel transcript	3	46647171	46661507	lncRNA
